dt,MEG,CEB,BDO,ALI,MER,AC,JGS,URC,JFC,SEVN,BMM,CAT,FGEN,MAXS,PGOLD
2016-10-27,4.09,108.0,112.8,37.0,277.0,852.0,74.6,180.3,243.0,158.0,130.9,34.0,22.75,27.8,42.0
2016-10-28,4.02,105.0,112.8,36.25,276.0,835.0,76.0,182.0,238.0,158.1,132.0,34.0,22.95,27.0,40.75
2016-11-02,3.9,104.9,110.2,35.9,275.0,833.0,73.5,176.0,236.0,153.4,121.1,33.0,22.7,27.0,39.85
2016-11-03,3.88,103.5,110.5,34.9,279.0,828.0,71.55,175.0,232.2,153.4,120.0,29.6,22.65,26.6,39.25
2016-11-04,4.02,105.0,110.7,34.8,281.0,829.0,72.75,174.7,235.0,146.0,119.9,30.95,22.8,27.0,39.4
2016-11-07,4.02,103.4,110.7,35.3,281.6,825.0,71.95,173.1,230.4,150.0,115.0,31.5,22.75,27.0,39.95
2016-11-08,4.15,107.9,112.0,35.7,281.4,831.0,73.15,185.0,241.0,153.0,110.0,30.0,23.4,27.5,41.2
2016-11-09,3.98,106.5,110.1,34.0,281.0,790.0,71.85,172.5,232.0,155.0,100.0,29.8,23.2,26.5,41.15
2016-11-10,3.95,103.9,110.3,33.85,278.0,800.0,70.8,174.8,239.8,150.0,111.9,27.4,24.0,27.0,44.0
2016-11-11,3.78,104.7,110.5,32.8,278.4,750.0,69.3,170.0,231.0,150.0,102.0,27.0,22.9,26.8,43.1
2016-11-14,3.7,105.0,109.9,31.95,275.8,740.0,68.6,168.3,231.0,150.0,108.0,25.9,22.15,26.2,41.7
2016-11-15,3.8,104.4,110.7,31.5,275.6,723.0,68.15,170.0,208.0,160.0,105.0,24.1,21.75,26.95,40.9
2016-11-16,3.75,103.6,111.5,33.0,282.0,743.0,70.65,171.5,209.4,,105.0,24.1,22.65,26.95,39.05
2016-11-17,3.74,102.6,111.5,33.95,281.0,771.0,70.0,179.0,211.8,,100.0,25.3,22.9,26.95,39.8
2016-11-18,3.85,102.6,111.4,34.0,283.8,780.0,70.6,179.8,209.0,160.0,99.0,25.5,22.8,26.9,40.0
2016-11-21,3.77,106.0,111.8,33.0,281.6,770.0,68.8,178.0,212.0,150.0,107.9,24.5,23.0,26.2,40.0
2016-11-22,3.6,105.3,110.9,31.6,273.2,731.5,68.0,176.0,216.0,150.0,95.0,24.9,22.3,26.5,39.5
2016-11-23,3.71,103.0,111.1,30.6,268.0,725.0,72.3,178.0,210.0,,90.0,25.0,21.8,26.5,39.5
2016-11-24,3.85,102.1,112.0,31.0,268.0,740.0,71.8,179.0,212.4,150.0,100.0,23.75,21.95,26.45,40.0
2016-11-25,3.88,103.4,112.0,32.35,266.0,728.0,71.7,174.1,217.0,150.0,92.0,22.7,21.7,26.5,39.3
2016-11-28,3.8,101.9,112.0,32.6,265.0,736.0,70.45,172.0,210.0,148.0,96.8,23.25,21.5,25.95,39.95
2016-11-29,3.68,101.6,112.0,32.9,265.0,726.0,68.25,169.9,215.8,140.0,92.0,20.5,21.8,25.7,39.05
2016-12-01,3.71,101.7,113.9,33.4,257.0,739.0,69.0,170.2,212.0,,85.15,21.95,22.2,26.6,40.0
2016-12-02,3.7,97.8,115.2,33.0,258.0,739.5,70.8,171.5,219.0,140.0,85.25,20.0,22.2,26.7,39.7
2016-12-05,3.64,98.0,114.0,31.8,258.0,710.0,69.4,170.7,212.8,,85.3,20.2,22.2,26.6,39.0
2016-12-06,3.58,97.95,113.0,32.9,256.8,708.0,70.0,169.0,208.0,140.0,,20.05,22.1,26.7,38.5
2016-12-07,3.62,97.8,114.8,32.8,257.6,705.0,68.95,168.7,210.0,,89.0,20.05,21.9,26.7,38.5
2016-12-08,3.68,96.5,115.0,34.45,260.8,724.0,72.25,174.0,217.0,135.0,85.45,21.25,22.0,26.7,38.6
2016-12-09,3.68,93.45,114.8,34.95,263.0,732.0,72.0,171.6,217.0,135.0,,22.15,22.2,25.2,39.0
2016-12-12,3.58,90.2,112.0,33.0,260.0,706.0,69.0,163.0,211.4,136.0,85.45,21.0,22.2,25.0,39.7
2016-12-13,3.6,90.0,114.0,32.5,258.0,690.0,70.05,158.0,215.0,145.0,89.0,21.4,22.3,24.0,39.0
2016-12-14,3.57,91.55,113.9,32.35,261.8,719.5,70.85,160.9,210.0,144.5,90.0,21.4,22.15,25.4,38.85
2016-12-15,3.5,93.4,111.4,31.75,258.0,732.0,69.0,158.1,206.0,136.0,91.25,21.0,22.05,25.3,39.6
2016-12-16,3.47,97.0,111.0,31.55,257.4,732.0,69.25,159.5,205.0,135.1,,21.4,22.15,24.5,38.0
2016-12-19,3.3,91.1,108.0,31.2,259.2,727.5,68.0,157.1,195.0,135.0,,20.15,22.4,25.0,37.75
2016-12-20,3.45,91.55,105.1,31.3,257.0,715.0,66.3,157.0,195.0,135.2,,20.5,22.75,24.8,37.05
2016-12-21,3.64,92.0,107.0,31.0,259.2,713.0,68.8,157.0,190.0,,,21.0,22.8,24.75,36.95
2016-12-22,3.57,90.05,104.9,30.2,259.0,716.0,65.55,153.0,185.5,135.2,,21.35,22.45,23.5,36.0
2016-12-23,3.53,92.0,105.0,30.05,258.8,708.0,66.0,150.0,190.6,135.0,86.0,20.95,22.2,22.9,36.0
2016-12-27,3.51,92.0,107.3,30.15,265.4,710.0,68.0,157.0,193.7,135.0,86.0,21.3,21.8,24.0,37.4
2016-12-28,3.48,93.0,112.0,31.7,266.6,732.0,69.0,164.0,200.0,135.0,98.5,22.0,21.75,25.0,38.0
2016-12-29,3.57,93.0,112.1,32.0,265.0,730.5,67.65,163.5,194.0,135.0,97.0,,22.0,25.0,39.0
2017-01-03,3.54,90.0,112.0,32.0,270.0,727.0,69.95,165.0,200.0,,,20.0,21.35,25.5,38.85
2017-01-04,3.67,93.0,114.9,33.3,277.0,760.0,71.3,165.0,206.0,,,19.02,21.7,26.7,39.3
2017-01-05,3.72,92.9,112.0,34.15,279.4,790.0,73.15,168.0,214.0,132.0,88.0,20.0,21.9,27.3,39.5
2017-01-06,3.75,92.95,113.7,34.5,277.6,786.5,74.0,169.2,213.0,130.0,86.05,19.1,21.85,28.0,41.0
2017-01-09,3.75,93.0,114.8,33.95,277.8,784.5,74.7,169.0,215.0,131.0,86.0,19.12,21.6,27.6,40.85
2017-01-10,3.92,95.0,113.8,34.4,288.0,793.0,76.3,170.0,219.0,131.0,90.0,20.5,21.6,28.3,40.9
2017-01-11,3.95,98.05,113.0,34.2,282.8,796.0,75.7,170.9,219.6,132.2,89.95,20.5,22.0,28.2,41.55
2017-01-12,3.87,97.15,112.8,34.0,278.8,793.5,75.5,174.0,214.0,140.0,90.0,19.3,22.0,27.8,40.9
2017-01-13,3.78,97.6,112.5,34.0,278.0,792.0,75.05,175.0,212.0,140.0,94.0,19.8,22.2,27.9,40.8
2017-01-16,3.78,96.1,111.7,34.3,276.8,786.5,75.95,173.2,209.0,135.0,99.8,21.0,22.8,27.3,40.1
2017-01-17,3.55,93.0,111.5,33.8,272.0,790.0,73.0,169.0,205.8,133.0,92.0,20.1,22.6,27.0,39.0
2017-01-18,3.61,94.6,110.8,33.9,278.8,784.5,74.9,166.6,203.0,132.0,90.05,19.3,22.6,26.95,40.0
2017-01-19,3.69,94.95,110.8,34.9,284.0,800.0,75.5,173.0,205.0,132.0,96.0,18.0,22.35,26.9,39.5
2017-01-20,3.73,94.95,111.0,35.2,284.4,788.0,77.1,166.1,203.0,139.9,,18.0,22.0,27.5,41.9
2017-01-23,3.73,95.3,114.0,36.5,287.0,812.0,77.9,171.0,207.0,139.9,90.15,17.02,22.1,28.2,43.0
2017-01-24,3.7,96.4,113.0,35.95,286.2,834.0,77.0,169.9,206.0,139.9,,15.6,22.9,27.0,43.0
2017-01-25,3.61,95.8,112.0,35.9,289.0,814.0,76.4,167.6,207.2,137.0,,14.5,22.3,26.95,42.0
2017-01-26,3.64,94.0,115.0,35.9,285.0,811.0,76.5,167.0,207.0,130.0,,14.22,22.75,26.95,44.25
2017-01-27,3.64,94.75,114.5,35.35,285.0,800.0,76.3,168.0,208.0,132.0,,15.9,22.8,27.4,44.25
2017-01-30,3.7,95.0,114.8,35.85,286.2,819.5,76.0,165.0,209.0,,,15.14,22.8,28.0,43.75
2017-01-31,3.67,94.95,112.6,35.55,284.8,800.0,74.3,163.0,205.6,140.0,110.0,15.5,22.4,26.95,43.2
2017-02-01,3.62,94.85,110.5,35.05,285.0,815.0,73.9,160.1,207.0,135.0,110.0,15.08,22.75,28.0,43.3
2017-02-02,3.65,95.65,112.0,35.3,284.0,802.0,73.9,162.0,206.4,132.0,104.0,15.34,22.4,28.0,43.0
2017-02-03,3.64,96.0,114.5,35.15,289.6,795.0,74.5,162.0,206.0,140.0,,15.3,22.45,27.95,43.5
2017-02-06,3.82,95.0,114.0,35.7,285.4,800.0,74.5,166.5,208.0,,95.5,15.2,22.45,27.05,43.85
2017-02-07,3.86,96.2,114.3,35.85,286.0,780.0,74.5,167.8,206.6,139.9,100.0,14.68,22.25,27.5,44.8
2017-02-08,3.89,96.4,113.6,35.25,288.6,787.5,74.3,164.5,206.0,140.0,95.6,15.0,22.1,27.45,44.65
2017-02-09,3.84,95.8,114.8,35.75,289.2,797.0,72.65,159.0,206.0,145.0,99.0,14.64,22.05,26.95,44.2
2017-02-10,3.71,95.7,114.6,36.3,290.0,793.0,72.0,163.0,206.0,144.6,109.8,14.9,22.0,27.1,44.2
2017-02-13,3.76,93.5,114.4,36.2,295.2,809.0,73.4,164.9,207.0,133.1,109.8,14.52,22.4,27.0,44.0
2017-02-14,3.75,94.4,113.2,35.6,295.0,800.0,72.2,159.3,206.0,134.4,100.0,14.86,22.4,27.0,44.05
2017-02-15,3.7,93.65,113.0,36.0,290.0,786.0,73.0,160.0,201.4,137.2,,14.62,22.3,28.0,44.45
2017-02-16,3.72,93.95,115.0,36.4,289.0,788.0,75.8,160.5,206.0,139.8,,14.98,22.2,27.0,44.85
2017-02-17,3.73,93.5,116.2,36.25,287.4,781.0,75.25,161.1,205.0,143.4,,14.84,22.2,26.9,44.5
2017-02-20,3.71,94.0,116.4,36.2,286.6,787.0,76.3,162.6,205.0,140.0,,15.12,21.95,27.0,44.9
2017-02-21,3.72,93.5,115.3,36.35,287.2,792.0,77.0,163.1,206.0,138.0,96.55,14.8,22.0,26.95,44.4
2017-02-22,3.65,93.45,115.8,37.6,289.0,805.0,77.0,165.4,201.8,140.0,,15.08,21.6,27.0,46.0
2017-02-23,3.68,93.5,119.1,36.95,293.0,817.0,78.0,166.4,203.0,,,15.08,21.2,27.0,46.2
2017-02-24,3.7,93.5,118.0,36.05,290.0,801.0,77.0,165.1,201.8,138.0,,14.92,21.55,27.0,46.2
2017-02-27,3.7,93.0,118.0,36.0,293.0,793.0,75.6,162.5,203.0,,,15.18,21.1,27.0,46.3
2017-02-28,3.64,92.0,115.5,35.3,291.8,788.0,77.7,160.0,201.8,138.0,97.0,15.2,21.1,26.7,46.0
2017-03-01,3.73,90.4,116.0,35.55,291.0,784.0,75.3,163.0,202.8,,,15.2,21.2,26.7,46.1
2017-03-02,3.74,92.9,117.5,36.15,292.0,803.0,76.95,163.0,203.4,,109.0,14.72,21.35,26.95,46.0
2017-03-03,3.71,90.95,117.6,35.8,293.6,820.0,77.2,163.0,201.0,,98.15,14.7,21.3,26.9,45.5
2017-03-06,3.76,91.45,119.5,36.0,293.6,823.0,78.5,163.0,198.0,140.0,97.0,14.72,21.35,26.95,45.05
2017-03-07,3.74,91.4,121.6,35.9,293.8,819.5,78.3,163.4,194.9,145.2,97.0,15.1,21.65,26.7,44.5
2017-03-08,3.76,90.8,123.0,36.0,293.8,822.0,75.55,162.9,193.8,148.0,97.0,14.7,22.0,27.0,43.6
2017-03-09,3.68,91.45,123.0,35.85,293.4,820.0,75.85,160.0,197.1,150.0,97.0,15.06,22.5,27.0,45.0
2017-03-10,3.68,90.4,120.4,35.5,294.4,815.0,74.0,158.1,194.0,151.0,,,22.3,26.95,45.0
2017-03-13,3.63,90.8,121.9,36.2,290.2,822.0,74.7,160.1,196.8,156.1,97.05,14.7,22.5,27.0,45.0
2017-03-14,3.64,91.0,122.3,36.0,290.0,820.0,75.7,164.6,197.0,159.0,98.0,14.64,22.5,27.0,45.5
2017-03-15,3.64,91.0,122.0,35.7,291.0,820.0,76.3,165.0,196.0,159.0,98.05,14.54,22.3,27.0,45.65
2017-03-16,3.61,91.3,122.8,35.9,290.6,827.0,77.8,167.0,196.0,160.0,,14.52,22.3,27.0,45.0
2017-03-17,3.59,93.6,125.0,36.55,290.0,830.0,81.05,163.0,193.2,165.0,106.0,15.02,22.45,26.95,45.8
2017-03-20,3.59,93.0,124.0,35.95,291.0,830.0,80.95,161.5,192.8,165.0,,14.6,22.7,26.6,45.2
2017-03-21,3.58,94.3,125.0,36.0,289.6,827.5,81.5,162.8,194.0,165.0,,14.6,22.8,26.95,45.05
2017-03-22,3.5,90.7,122.5,35.55,282.8,832.0,79.0,164.0,191.0,165.0,,14.52,22.9,26.95,44.0
2017-03-23,3.58,91.0,122.5,35.55,276.6,845.0,81.95,165.2,190.2,164.9,,14.9,22.4,26.95,44.0
2017-03-24,3.48,91.2,120.0,34.5,277.8,845.0,82.0,161.0,188.0,164.9,105.9,14.98,22.35,26.7,43.8
2017-03-27,3.45,92.25,120.0,34.0,276.4,825.5,81.0,162.9,182.1,169.0,,14.9,22.2,26.25,43.8
2017-03-28,3.48,93.95,121.5,34.0,275.2,841.0,82.9,164.0,182.5,178.0,102.9,14.9,21.95,26.95,43.6
2017-03-29,3.51,93.9,119.8,33.8,271.0,842.0,82.6,161.8,188.0,177.0,105.8,14.7,22.0,26.4,43.75
2017-03-30,3.39,95.15,118.5,33.85,274.8,842.0,82.7,163.0,194.5,177.0,105.8,15.2,22.0,26.0,43.35
2017-03-31,3.38,93.9,117.6,33.05,274.0,845.0,81.35,163.5,197.5,170.0,103.9,15.18,20.95,26.3,43.7
2017-04-03,3.44,94.0,116.8,33.15,276.0,849.0,81.0,163.2,197.0,166.8,,14.82,21.5,26.0,44.0
2017-04-04,3.55,94.2,120.0,34.0,274.8,875.0,82.4,164.0,198.0,164.0,103.8,14.9,21.65,26.0,44.15
2017-04-05,3.7,94.95,123.0,35.95,272.8,890.0,78.95,171.8,198.2,161.0,96.55,14.8,22.0,26.0,43.55
2017-04-06,3.71,98.0,122.0,35.0,277.4,865.0,78.9,174.5,200.0,160.0,103.8,14.78,21.9,25.8,43.85
2017-04-07,3.94,97.0,120.6,35.4,278.0,863.0,80.55,165.0,210.4,160.0,96.55,14.44,21.55,25.6,43.6
2017-04-10,4.04,102.0,121.1,35.6,278.2,861.5,80.85,167.8,208.6,,,14.2,22.0,25.0,43.4
2017-04-11,3.96,105.0,120.5,35.4,282.8,858.5,80.0,172.0,207.6,160.0,,15.0,21.45,24.8,42.05
2017-04-12,4.05,104.8,121.0,35.0,284.0,857.0,81.45,174.0,208.8,165.0,,,20.95,25.2,42.2
2017-04-17,3.93,104.0,119.9,34.85,283.0,859.0,81.45,171.0,209.0,165.0,,14.96,21.05,25.0,42.5
2017-04-18,3.99,103.9,119.0,35.3,283.0,859.0,81.9,170.2,207.0,169.9,96.55,14.88,21.6,24.9,42.8
2017-04-19,4.0,103.2,119.9,35.0,282.0,856.5,79.4,167.7,203.4,169.0,,14.22,21.8,24.4,42.2
2017-04-20,4.07,102.8,118.8,35.2,280.2,860.0,82.0,173.0,205.0,168.0,100.1,14.68,21.7,24.5,42.0
2017-04-21,4.1,106.6,118.5,35.6,281.0,861.0,83.05,170.0,208.0,,114.8,14.22,22.0,24.3,41.75
2017-04-24,4.18,106.1,119.0,35.2,280.6,867.0,82.7,171.2,210.4,168.9,114.0,14.2,22.0,24.0,42.0
2017-04-25,4.17,109.4,120.3,35.55,282.0,877.0,84.55,173.5,214.0,172.0,,14.2,21.7,24.7,41.7
2017-04-26,4.15,108.0,120.6,35.8,283.0,879.0,84.85,174.5,214.0,170.0,,14.2,21.5,24.0,42.0
2017-04-27,4.06,108.0,119.9,35.3,280.0,866.5,84.2,172.0,210.0,168.0,96.55,14.12,21.5,23.25,41.7
2017-05-02,4.1,109.9,121.0,35.4,279.0,867.0,83.95,173.7,215.8,,109.7,14.4,21.3,23.6,43.25
2017-05-03,4.14,107.4,120.8,35.5,279.0,868.0,83.4,174.2,213.2,168.0,108.5,14.08,21.2,23.45,43.0
2017-05-04,4.15,106.5,121.1,35.9,276.0,881.0,85.0,178.3,213.4,168.0,107.5,14.2,21.25,23.25,43.4
2017-05-05,4.2,108.5,123.0,36.7,275.0,878.0,85.1,183.3,216.0,178.0,,14.5,21.2,23.1,43.8
2017-05-08,4.38,108.2,123.9,38.4,274.6,890.0,86.55,182.0,218.6,178.0,,14.7,21.5,22.2,43.7
2017-05-09,4.37,106.6,122.9,38.4,272.4,883.0,86.0,178.5,219.0,,99.05,14.4,19.96,22.2,43.85
2017-05-10,4.21,100.1,119.5,38.6,270.4,860.0,83.9,174.0,211.0,175.0,119.2,14.4,20.15,22.0,43.6
2017-05-11,4.18,103.0,121.7,39.4,271.0,868.0,83.5,167.5,213.0,175.0,119.5,14.32,20.95,22.15,42.55
2017-05-12,4.12,101.9,122.2,39.0,275.0,868.5,83.2,162.5,212.0,175.0,,14.78,20.75,21.1,42.95
2017-05-15,4.16,98.6,121.8,37.45,274.0,864.0,84.95,159.9,206.0,170.0,,14.3,20.0,20.35,42.95
2017-05-16,4.24,97.95,121.8,38.9,274.2,866.0,82.5,158.4,205.0,171.0,,14.68,20.0,19.0,43.6
2017-05-17,4.27,98.7,122.5,38.6,279.0,869.0,82.85,159.2,205.0,170.0,118.5,14.4,20.1,17.68,43.3
2017-05-18,4.22,97.65,120.8,37.55,275.0,865.5,82.7,158.9,200.0,180.0,117.7,14.56,19.94,18.44,43.5
2017-05-19,4.24,97.7,121.2,37.4,278.8,864.5,83.0,159.6,203.0,180.0,,14.34,19.68,18.5,43.35
2017-05-22,4.35,99.7,121.4,38.1,277.4,872.0,83.0,163.3,202.2,177.0,,14.8,19.56,19.0,43.05
2017-05-23,4.45,99.4,120.8,38.1,276.2,870.0,83.4,165.1,201.0,171.0,,14.34,19.52,19.8,43.0
2017-05-24,4.48,99.25,121.0,38.95,277.0,870.0,84.4,170.0,206.2,170.0,110.0,14.7,19.74,19.8,43.1
2017-05-25,4.48,99.5,120.5,39.9,274.0,867.0,83.25,167.0,207.0,174.0,114.0,14.42,19.7,19.9,43.1
2017-05-26,4.62,100.0,120.9,40.0,270.2,866.0,83.0,166.0,201.4,172.0,115.0,14.72,19.6,19.42,43.3
2017-05-29,4.71,100.1,122.2,40.6,272.8,867.0,81.0,164.3,203.0,171.5,,14.4,19.48,19.42,43.0
2017-05-30,4.63,99.5,122.0,40.15,274.8,869.0,79.9,163.5,203.8,171.9,112.9,14.4,18.98,18.9,42.8
2017-05-31,4.7,101.5,122.5,39.4,274.0,868.0,79.65,162.0,204.6,153.0,,14.6,18.98,18.72,43.25
2017-06-01,4.69,100.1,123.0,40.55,274.2,873.0,80.9,159.6,216.0,168.9,,14.42,18.96,19.64,45.2
2017-06-02,4.54,98.5,123.9,41.3,271.0,892.0,80.0,159.6,214.0,170.0,100.0,14.34,18.96,19.4,44.7
2017-06-05,4.58,100.1,124.6,40.9,271.0,894.0,81.55,160.4,216.0,168.0,,14.3,19.1,19.6,44.8
2017-06-06,4.63,100.0,124.3,40.7,271.6,882.0,82.1,159.0,214.8,168.0,,14.3,18.88,21.2,44.5
2017-06-07,4.7,98.6,124.5,41.95,270.2,870.0,80.0,159.9,216.6,168.0,110.0,14.3,19.3,21.9,44.9
2017-06-08,4.69,99.5,123.5,41.9,267.0,870.0,80.5,162.5,215.8,167.0,,14.4,19.6,21.9,44.0
2017-06-09,4.68,99.15,123.8,41.9,266.0,869.0,80.0,163.2,215.8,168.0,114.2,14.48,19.0,21.25,44.5
2017-06-13,4.35,98.5,123.4,40.85,267.4,860.0,79.1,160.0,214.2,168.0,,14.24,18.7,19.2,44.7
2017-06-14,4.42,99.0,123.8,40.45,257.8,867.5,80.8,162.0,215.4,,116.0,14.26,18.74,19.56,44.8
2017-06-15,4.55,101.1,123.7,40.95,261.8,867.0,79.8,165.0,215.2,160.0,114.9,14.26,18.74,19.2,45.8
2017-06-16,4.41,100.9,122.0,41.15,262.6,850.0,78.9,164.0,217.0,170.0,,14.22,19.0,18.96,45.0
2017-06-19,4.51,99.7,121.3,41.5,263.8,860.0,79.3,168.9,216.0,160.0,116.0,14.18,18.98,19.32,45.4
2017-06-20,4.6,99.9,121.0,41.1,265.0,858.0,78.0,168.0,215.0,168.0,,14.08,19.0,19.5,45.4
2017-06-21,4.54,100.0,120.4,40.5,262.8,841.5,79.5,168.0,215.4,169.0,114.7,14.2,18.98,19.46,45.3
2017-06-22,4.61,99.1,121.0,40.0,261.0,855.0,79.55,165.0,212.8,170.0,104.7,14.12,19.0,19.3,45.0
2017-06-23,4.54,97.0,120.6,39.45,261.0,840.5,79.0,161.5,211.0,169.0,,14.16,19.0,19.48,45.1
2017-06-27,4.56,99.0,122.3,40.05,262.8,842.5,79.0,161.0,210.0,170.5,,14.2,18.82,19.1,45.0
2017-06-28,4.45,98.2,122.1,39.9,262.2,841.5,80.25,160.0,208.6,177.0,,14.18,18.76,18.86,45.2
2017-06-29,4.4,98.5,121.0,39.0,259.4,840.0,80.5,161.5,205.4,177.0,,14.18,18.78,19.2,45.0
2017-06-30,4.3,97.9,124.0,39.75,260.8,850.0,81.0,162.9,204.0,181.0,,14.22,18.9,18.92,44.55
2017-07-03,4.5,96.15,124.0,40.4,263.0,851.0,81.5,162.9,206.2,182.0,115.0,,18.76,19.2,45.0
2017-07-04,4.6,95.05,123.0,39.95,267.4,850.0,80.25,162.0,208.0,180.0,,14.22,18.56,19.12,45.0
2017-07-05,4.55,96.45,123.1,39.9,267.2,860.0,80.2,163.7,208.0,180.0,105.6,14.14,18.68,19.16,44.95
2017-07-06,4.66,97.0,123.6,39.95,267.0,872.0,80.6,165.0,207.2,180.0,115.8,14.14,18.82,19.4,45.4
2017-07-07,4.59,96.65,123.8,40.0,266.6,870.0,80.0,164.3,208.0,180.0,,14.14,18.7,19.9,45.15
2017-07-10,4.52,97.6,123.9,39.9,266.0,855.0,78.35,162.5,208.0,180.0,116.0,,18.6,21.2,46.4
2017-07-11,4.53,97.0,124.4,40.4,266.8,867.5,79.0,161.7,208.0,174.0,116.0,14.12,18.62,20.8,46.15
2017-07-12,4.77,98.4,124.2,41.55,267.6,876.0,80.85,162.6,212.0,170.0,,14.08,18.7,20.6,45.9
2017-07-13,4.72,98.0,124.5,41.55,268.0,870.0,80.0,162.7,214.6,180.0,135.0,14.14,18.78,20.2,46.95
2017-07-14,4.62,98.0,123.5,41.2,269.8,853.0,79.0,161.5,215.0,,190.0,14.14,18.8,20.15,46.3
2017-07-17,4.71,97.5,122.8,41.45,274.0,867.0,80.0,161.5,215.2,167.0,189.0,14.02,19.08,20.0,46.8
2017-07-18,4.71,96.7,122.1,41.75,274.6,860.0,80.0,161.3,217.0,167.5,200.0,14.44,19.0,20.1,46.9
2017-07-19,4.75,98.0,122.2,41.7,273.2,868.0,79.3,162.1,220.4,179.0,215.6,14.54,19.04,20.1,47.2
2017-07-20,4.73,97.8,121.5,41.9,271.0,855.0,78.0,162.0,220.0,175.1,200.0,15.3,18.74,20.0,46.5
2017-07-21,4.7,97.75,123.9,42.15,277.0,880.0,77.5,161.0,221.8,167.0,191.0,15.66,18.5,19.72,46.5
2017-07-24,4.72,97.7,123.5,42.65,279.8,880.0,78.5,161.0,219.2,170.0,161.1,15.38,18.34,19.98,45.7
2017-07-25,4.72,96.5,122.2,43.2,281.8,880.0,78.15,161.0,217.8,171.0,188.0,15.0,17.94,20.0,46.0
2017-07-26,4.98,96.85,123.3,43.95,283.6,895.0,79.0,159.0,216.8,171.0,185.0,14.96,17.9,19.98,46.0
2017-07-27,4.99,97.6,122.9,43.3,282.8,889.0,78.5,159.9,219.0,177.8,168.0,14.98,17.9,19.9,47.3
2017-07-28,4.94,99.4,125.0,43.0,280.0,888.0,79.95,160.0,222.0,172.0,185.0,15.0,17.62,19.96,47.2
2017-07-31,4.8,101.0,125.9,42.0,279.0,865.0,79.5,161.0,225.0,170.0,177.0,15.0,17.3,19.8,47.15
2017-08-01,4.85,103.1,124.5,41.0,278.0,865.0,76.0,153.1,223.0,169.0,,15.16,17.54,19.5,47.2
2017-08-02,4.71,103.1,126.0,41.9,273.6,860.0,75.25,154.8,218.0,168.0,168.5,15.16,17.1,19.5,47.0
2017-08-03,4.79,101.6,127.0,41.85,279.6,863.0,73.7,154.0,216.0,175.0,168.0,15.12,17.3,19.4,47.1
2017-08-04,4.81,102.0,127.5,41.9,280.0,879.0,74.0,152.3,215.2,169.0,159.1,16.1,18.36,19.36,47.0
2017-08-07,4.82,102.1,129.0,41.85,280.0,878.0,76.5,151.5,219.0,175.0,180.0,15.9,18.44,19.3,47.0
2017-08-08,4.83,102.0,131.0,43.0,275.2,885.0,74.4,146.8,219.0,173.0,178.0,16.4,18.1,19.0,47.0
2017-08-09,4.88,100.7,130.0,42.6,276.4,888.0,74.05,146.7,217.0,170.0,178.0,17.88,17.82,18.92,47.0
2017-08-10,4.9,102.0,130.0,42.5,277.0,884.0,69.45,139.5,217.0,175.0,,17.4,17.4,18.02,47.0
2017-08-11,4.78,101.0,129.3,41.95,277.0,882.0,69.5,143.0,216.4,175.0,156.0,17.0,17.46,18.0,47.1
2017-08-14,4.83,101.9,129.0,42.2,278.8,885.0,70.05,142.3,222.0,175.0,156.0,17.5,17.02,17.9,47.0
2017-08-15,4.9,101.1,128.8,42.4,278.0,896.0,71.9,147.0,225.0,178.0,151.8,18.62,17.1,17.9,47.2
2017-08-16,4.98,101.0,128.8,42.5,277.4,900.0,72.55,147.0,239.0,178.0,133.2,19.38,17.3,18.2,48.15
2017-08-17,5.0,101.0,130.6,43.25,277.0,908.0,71.5,148.5,238.2,177.9,143.0,21.7,17.1,18.5,48.05
2017-08-18,4.92,102.5,130.2,42.95,277.4,900.0,69.5,150.0,235.2,176.9,159.0,26.8,17.1,18.6,48.0
2017-08-22,4.85,103.0,128.6,42.6,277.0,900.0,72.0,151.0,240.0,177.0,159.0,24.0,17.2,18.7,47.9
2017-08-23,4.92,106.0,127.9,42.2,277.0,899.0,71.15,151.0,239.2,174.0,150.3,23.0,17.2,18.9,47.9
2017-08-24,4.9,108.0,127.5,42.6,268.4,899.0,71.8,151.3,240.0,174.0,152.0,22.95,16.84,19.3,48.0
2017-08-25,4.94,108.5,127.1,42.6,270.6,899.0,72.8,152.9,239.0,179.0,150.0,23.25,16.84,18.9,48.0
2017-08-29,4.87,106.2,127.8,42.0,269.6,899.0,72.0,147.3,238.8,170.1,148.9,25.0,16.86,19.88,47.95
2017-08-30,4.9,108.4,128.0,42.0,270.8,899.5,71.8,148.9,238.8,170.0,155.0,24.0,16.9,19.8,48.3
2017-08-31,4.94,108.3,127.1,42.0,271.0,920.0,71.8,146.1,238.2,170.0,145.0,24.0,16.82,19.86,48.05
2017-09-04,4.96,108.0,128.5,42.8,269.4,926.0,73.8,150.0,238.0,173.0,142.0,23.55,16.88,19.5,48.2
2017-09-05,5.06,107.5,128.5,42.8,270.0,920.0,73.8,150.1,244.0,170.0,137.0,23.0,16.92,19.16,48.55
2017-09-06,5.18,107.2,127.5,42.75,269.6,912.0,73.0,152.0,241.0,170.0,127.1,23.0,17.06,19.1,48.9
2017-09-07,5.3,107.9,127.9,42.9,269.6,915.0,73.0,153.0,245.6,170.0,139.8,23.3,17.56,19.16,50.5
2017-09-08,5.27,109.7,127.7,43.2,269.6,913.0,73.5,153.5,244.0,170.0,143.8,23.3,17.74,19.5,51.15
